text,outcome
Says the U.S. is developing an â€œantivirusâ€ that includes a chip to track your movement.,fake
Coffins of people who died from the coronavirus.,fake
Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,fake
â€œArsenic album-30 homeopathic medicine can prevent coronavirus. Information given by Ministry of AYUSH.â€,fake
Inhalation of hot steam can kill the novel coronavirus.,fake
There is a connection between 5G and Covid-19.,fake
The new cure for coronavirus: hot water with three aspirins and lemon.,fake
This video shows an African national being severely beaten in China during COVID-19 pandemics,fake
Image of a couple claimed as activists Peter DeMello and Siraj Bilsara shared in connection with Palghar lynching.,fake
An image shows Senate Minority Leader Chuck Schumer criticizing President Trumpâ€™s restrictions on foreign nationals traveling to the U.S. from China.,fake
The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who donâ€™t obey.,fake
"Images showing vaccines for coronavirus have already been discovered, were patented and will be readily available.",fake
"Share this post on Facebook, and get free face masks.",fake
This is the Russian doctor called Dahrov who invented the COVID19 vaccine.,fake
Travel permit for muslim people for Ramadan during the state of alarm in Spain.,fake
U.S. Speaker of the House Nancy Pelosi said she wonâ€™t pass new economic stimulus package unless senior citizens are excluded.,fake
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,fake
Drinking water every 15 minutes helps to avoid the contagion of cononavirus.,fake
Michigan governor reopened Traverse City “so she could have her daughter’s open house.”,fake
Eminent Indian Bengali Chemist Dr. Prafulla Chandra Roy invented hydroxychloroquine.,fake
India Today Ticker that says PM Modi has stated that India has treated 1 crore (10 million) COVID-19 patients for free.,fake
"Tests results, theft, ban: Three false reports about chloroquine",fake
Video of dead bodies being thrown into a mass grave in Italy.,fake
"Horrific pictures of large numbers of victims of Covid-19. â€œToday, Americaâ€™s Game has been exposed, a young man with an enveloped doll to look like a victim of the virus, but in reality they are all just dolls that have been wrapped and spread on the streets of Americaâ€, says the caption.",fake
A Facebook page of the Philippines social welfare department posted a tentative schedule of the second wave of aid distribution for low-income families affected by the community quarantine during the COVID-19 pandemic.,fake
"Coronavirus case in Uttar Pradesh district, India.",fake
A bowl of freshly boiled garlic water can cure the novel coronavirus (2019-nCoV),fake
Letter issued from the Sri Lankan Ministry of Defense stating that there will be a pay cut from the May month’s salary of Armed forces based on the request letter from President’s Secretary.,fake
Portuguese authorities decided that each citizen who goes to work must have an official authorization to leave home.,fake
Photo of meat (mutton) affected by coronavirus.,fake
"COVID-19 has been shown not to be pneumonia, but thrombosis, so the treatment patients receive is wrong.",fake
Numbers in a photo about death tolls from COVID-19 show that the pandemic is a con.,fake
A post shared hundreds of times on Facebook claims that the Nigerian presidency imposed a curfew to allow Chinese companies to build 5G masts.,fake
"When you complete a registration for a 5,000 Baht support fund, it will show you a green sign, not a blue sign.",fake
Doctors of a hospital in New Zealand are cheering in this video after they cure the last COVID-19 patient of their country and shut the COVID-19 ward.,fake
The French president Emmanuel Macron was welcomed by a fake crowd during a visit near Paris during the lockdown.,fake
Last photo of Indonesian doctor Hadio Ali standing away from his family before he passed away from COVID-19,fake
A video claimed that a fruit vendor was licking his fingers while arranging oranges.,fake
â€œUltraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.â€,fake
A viral image hints that flu cases are counted as coronavirus cases because there are about 24.500 less deaths by flu this year than two years ago.,fake
Gargling warm water with salt and/or vinegar kills SARS-CoV-2.,fake
â€œMainstream mediaâ€ used a photo from a 2017 movie as an image for Italyâ€™s coronavirus morgue.,fake
A photo shows the Biohazard Container Discovery at the American Consulate General in Wuhan.,fake
"Germany, Austria and Switzerland markets chlorine dioxide.",fake
Elderberry syrup protects against the coronavirus.,fake
Iranian girl Anahita Hashem Zadeh dies of COVID-19.,fake
Government of India recommends homeopathy and other alternative medicines for preventing coronavirus.,fake
Multiple posts shared hundreds of times on Facebook purport to show a list of notable viral outbreaks between 1950 and 2019 which â€œoriginated in Chinaâ€.,fake
Chancellor Angela Merkel knew of the pandemic since 2013; the virus is from a laboratory.,fake
"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome",fake
A video shows Chinese police crackdown on suspected COVID-19 patients.,fake
This photo of coffins shows coronavirus victims.,fake
Mosques allowed to stay open in the US during the coronavirus epidemic while churches are forced to close.,fake
"There are 5 coronavirus Suspect Patients in Indonesia, one of whom died.",fake
"A report drafted by a scientific panel appointed by Germanyâ€™s Interior Ministry, declaring the COVID-19 pandemic is a â€œglobal false alarmâ€, was leaked by a former employee.",fake
Masks hawker was admitted at the Kenyatta National Hospital in Kenya with COVID-19.,fake
The word “coronavirus” used on various sanitary products suggest that the outbreak of COVID-19 is a planned operation.,fake
A video of a television presenter talking about eastern equine encephalitis as a new virus much more deadly than the coronavirus.,fake
WHO releases report claiming vegetarians havenâ€™t contracted the coronavirus.,fake
CoronaVac uses cells from aborted fetuses.,fake
Sick COVID-19 patients at the airport runway in Senegal.,fake
Image of Indian police officer beating street children for not abiding the lockdown.,fake
Video showing a group of the Bolivian army making people respect the quarantine and stay at home by using violence is not from Punata but from Chimbobo.,fake
An image showcaseing â€œLotus Towerâ€ claiming it was visible in Kurunegala night sky on 11th of April.,fake
An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including three doctors.,fake
Migrants are beating people up for money in Delhi.,fake
"The photo shows a packed beach in Bloemfontein, South Africa, during the countryâ€™s coronavirus lockdown.",fake
A viral message shared on Whatsapp and Facebook claims: The German minister for agriculture just spoke on TV about pensioners who should help as harvest workers because of the corinavirus crisis and she confirmed that they get less money than refugees.,fake
A train marked “COVID-19” was spotted in the U.S.,fake
A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,fake
News channel graphic stating that the Indian lockdown is to be extended to May 4.,fake
"The US uses the new coronavirus to put in place global control. They are going to inject nano-chips during vaccination, to control the foreign economies affected by COVID-19, and to govern those countries.",fake
United States has given the Ugandan government USD 25 million to pay every adult USD25 a month for 3 months.,fake
"Because of a WHO clause, Dutch primary schools are allowed to vaccinate children without their parentsâ€™ consent.",fake
Donating plasma or blood is free testing for the coronavirus.,fake
Social media posts claim that US citizens married to immigrants are not eligible for relief payments available to many Americans under the stimulus package aimed at countering the economic crisis sparked by the COVID-19 pandemic.,fake
Iranâ€™s head of judiciary: The first centers that volunteered to suspend activities in response to the coronavirus outbreak were religious Institutions and those connected to the clergy.,fake
Alkaline water cures the coronavirus.,fake
Australian researchers have found that bananas can help prevent infection of COVID-19.,fake
A study establishes the relationship between Ibuprofen and the severity of the virus infection. Apparently Ibuprofen facilitates the reproduction of the virus.,fake
A video shows body bags piled up in a Spanish hospital .,fake
"After 23:30, the city will be disinfected by a helicopter and the doors and windows should be closed.",fake
"House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.",fake
China is seeking court’s approval to kill all who tested positive with coronavirus.,fake
"The canals in Venice have become cleaner after the shutdown, attracting schools of fish and dolphins.",fake
Health Canada has advised that keeping the throat moist by drinking water can prevent infection.,fake
Video shows an empty Brazilian market and the cause of the shortage is the social isolation measures.,fake
"â€œif your child gets this virus, theyâ€™re going to the hospital alone in a van with people they donâ€™t know, to be with people they donâ€™t know. You will be at home without them in their time of need.â€",fake
Croatia to be put in “total quarantine” due to secret deal between authorities and the Red Cross.,fake
"DRC president, Felix Tshisekedi, has suspended the payment of rents and water and electricity bills because of coronavirus.",fake
Wearing masks weaken your immune system because it prevents germs to get into your body.,fake
"Ratan Tata, Indian industrialist spoke about how the Indian economy would bounce back and that he did not believe experts predicting a slowdown.",fake
"Hondurasâ€™s first confirmed case traveled to Taiwan earlier, which means there is a severe community transmission in Taiwan.",fake
Drinking hot tea with lemon juice can kill coronavirus.,fake
"A hair dryer can kill the coronavirus in your nose, Iranian artist Golshifteh Farahani says.",fake
Says American NIAID director Dr. Anthony Fauci â€œstands to lose 100 million dollars on Bill Gates â€˜vaccineâ€™ for the coronavirus. Because he invested in this vaccine.â€,fake
Smokers are better protected against coronavirus.,fake
Indian media outlets claimed that a man in Madhya Pradeshâ€™s Khargone passed away from COVID-19.,fake
United States the only country on Earth that is protesting being on lockdown amid the coronavirus outbreak.,fake
A video of a man who passes out on the street and is then transferred by ambulance that was claimed to be from Nicaragua.,fake
"If the coronavirus gets in your mouth, ""drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""",fake
A post claimed that photos of a man in a gold mask are of a religious leader who â€œasked his congregation for a gold mask because God revealed it to him in a dream.â€,fake
Coronavirus causes male infertility.,fake
Bihar Confirms Chicken as COVID Source? Fake Clipping Goes Viral,fake
An audio message attributed to famous Bangalore doctorâ€™s voice said people need not get tested for Coronavirus till the ninth day of showing symptoms and not to wear masks as the medical staff need them utmost.,fake
"Posts saying that, for several centuries, there have been pandemics in the 20’s.",fake
"If you see a person wearing a white wristband, leave him alone. He is under quarantine.",fake
Avoid drinking cold water during the pandemic; be exposed to sunlight.,fake
A Saudi Arabian study for a MERS vaccine is linked to the outbreak of coronavirus.,fake
"Video shows that the first volunteer to be vaccinated with CoronaVac, a vaccine produced by chinese Sinovac Biotech, didnâ€™t have the arm punctured, which proves that the drug is a scam.",fake
"A Facebook page posted that temporary hospitals in Guatemala would be closed, as people diagnosed with COVID-19 could isolate themselves at home. A statement they attributed to an authority in the Ministry of Health.",fake
Video of Man Spitting at Subway Rider Falsely Linked to COVID-19,fake
A photo of a room lined with coffins shows Italian nationals killed during the novel coronavirus pandemic in 2020.,fake
"Video of people thronging to a wine shop in Assam, India amid lockdown.",fake
"Reliance Jio, one of the biggest telecom networks in India, is providing Internet for free during the coronavirus pandemic.",fake
"China sought Supreme Court approval to euthanise 20,000 coronavirus patients.",fake
"Kazakhstanis could have had the coronavirus in the fall or winter 2019, but due to the lack of test systems at that time, the disease remained undetected.",fake
French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,fake
New vaccine can help cure coronavirus in three hours.,fake
"Pakistanâ€™s leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.",fake
A PPE shipment was destroyed at the Port of Dover after illegal immigrants were found travelling alongside it.,fake
170 million people are receiving the COVID-19 monthly allowance paid by the Brazilian Federal government.,fake
“The Supreme Court ruled today NO VOTING BY MAIL !!!”,fake
"Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.",fake
Ghanaâ€™s president backs conspiracy theories about COVID-19.,fake
"Multiple posts on Facebook, Twitter and on various websites have shared a purported quote about the novel coronavirus from Japanese physician Tasuku Honjo, the 2018 winner of the Nobel Prize in Physiology or Medicine. The posts, shared thousands of times, quote Dr Honjo as stating that the virus is â€œnot naturalâ€ and was â€œmanufactured in Chinaâ€, as well as stating he previously worked at a laboratory in Chinese city of Wuhan for four years.",fake
"LiquigÃ¡s, a Brazilian energy company, is giving out free propane canisters to people who lost their income because of COVID-19 lockdowns.",fake
"Facebook users calling for mass meditation, â€œto open up magical portalâ€ that will stop coronavirus and 5G (that allegedly causes coronavirus).",fake
"Pictures of JoÃ£o Doria, governor of SÃ£o Paulo, at a party in AraÃ§atuba during COVID-19 lockdown.",fake
"CEOs got advance notice of COVID, then resigned to dump stock.",fake
"Rashid Buttar, a well-known doctor from the United States, talks about the planned â€œpandemic.â€",fake
"Mayor of SÃ£o Paulo, diagnosed with COVID-19, used chloroquine, the same drug that was banned by the municipal government.",fake
"A Kenyan Facebook page bearing the name and image of Kakamega Governor Wycliffe Oparanya with a post claiming to offer cash relief of Ksh15,000 to Kenyans in distress as a result of the COVID-19 pandemic.",fake
Traditional cures and self-checks for the coronavirus.,fake
"In this video Putin said: “Powerful of the world, I am aware of his diabolical plans to reduce the population”.",fake
Mortality statistics over the past 5 years show there is no overmortality and no pandemic.,fake
A video shows coronavirus patients at an airport in China and gauges how serious the situation is.,fake
A photo that shows Brazilian president Jair Bolsonaro hospitalized with a tube coming out of his nose. The caption links this photo to COVID-19.,fake
Mall in Saudi Arabia is crowded after the lockdown has been lifted.,fake
"An Egyptian cleaning worker died while working, wihtout knowing that he had Covid-19.",fake
"The coronavirus has been known since 1976 and has been treated with arbidol, dibazole, and ribomunil.",fake
"The real cause of death is not pneumonia, but thrombosis. The virus is not a problem.",fake
Chickens cause coronavirus.,fake
"The Tunisian Foreign Minister announces the imposition of a visa for Tunisians returning from abroad, whose value is 100 euros.",fake
Italian president breaks down and surrenders because of the COVID-19 epidemic.,fake
The government is passing a law enabling it to get amnesty for faults commited during the COVID-19 crisis.,fake
"FIT WebQoof: Can China’s Coronavirus Spread via Ice-Cream, Colas?",fake
Muslim man in Dehradun spitting to spread coronavirus.,fake
"Mariano Rajoy, Esperanza Aguirre or Christine Lagarde have said that if pensioners died the world would save money.",fake
A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus.,fake
"No, People Aren’t Throwing Money in Italy Amid Coronavirus Scare",fake
TV9 Bharatvarsh Falsely Claims Tomato Virus Worse Than COVID-19,fake
Kenya Government hired the warriors of Maasai tribe to enforce lockdown.,fake
Lemon bicarbonate as tea and green tea can treat and prevent coronavirus.,fake
French President Macron and its spouse are jetskiing during the lockdown.,fake
We can neutralise the new coronavirus SARS-CoV-2 by exposing ourselves to the sun and drinking hot beverages. The use of a mask is not effective and the virus itself is a threat to our life only if we are part of a high risk group.,fake
"An image claims that hundreds of infected people are hidden in Lithuanian hospitals, and were taken to crematoriums.",fake
French doctors protested by throwing away their vests after finding out COVID-19 is a fraud.,fake
Author Dean Koontz foresaw the coronavirus outbreak in his book.,fake
Italians Sing Chinese Song To Thank China For COVID-19 Aid? Not Really,fake
"French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoultâ€™s protocol with chloroquine.",fake
Video post claiming that COVID-19 infection can be identified by holding breath for 10 seconds.,fake
Seasonal influenza vaccination will be mandatory in Georgia this fall. COVID-19 mortality rates are significantly lower than the fatalities caused by other viruses.,fake
The World Health Organization shockes the world: alcohol does not kill the virus!,fake
"The pH value of COVID-19 is between 5.5 and 8.5 so you should have alkaline food with a pH higher than 8.5 to kill the virus â€” such as lemon, garlic or pineapple.",fake
The largest hole in the ozone layer over the Arctic region has healed due to the COVID-19 lockdown.,fake
This burned building is a place of coronavirus patient isolation.,fake
Ronaldo Bought an island to isolate himself from coronavirus.,fake
Can Bitter Gourd Help Cure Coronavirus Within Two Hours?,fake
Italy has reduced the number of politicians due to â€œthe coronavirus crisisâ€.,fake
A viral video post claiming that Ecuador had declared that country had failed in the battled against COVID-19.,fake
Venezuelan government published a schedule of 4 phases to reduce quarantine.,fake
Ten-point bulletin message purported to be from President Gotabaya to be followed during COVID-19 outbreak.,fake
Denmark passed from 200 new cases of COVID-19 in one day to only 26 cases.,fake
"Elisa Granato (32-year-old), the first woman to get vaccine for COVID-19, died.",fake
Colombia is the last country in the coronavirus test ranking.,fake
"Drinking cold water, hot drinks or alcohol protects against coronavirus.",fake
Hospitals in Madrid are removing artificial respirators from those admitted with coronaviruses older than 65 years for use by younger patients.,fake
"A photo shows a medical team of 1,000 sent by Japan to Wuhan.",fake
If Florida banned alcohol sales due to coronavirus.,fake
Video shows a drone that delivers food amidst the quarantine in Japan.,fake
There will be a worldwide Internet â€˜blackoutâ€™ during Easter.,fake
"Cardinal Antonio CaÃ±izares, from Spain, has assured that one of the vaccines that is being investigated against COVID-19 is made from cells of aborted fetuses.",fake
"Criminals in Ireland are dousing facemasks with chemicals and offering them to people, before robbing them.",fake
Instagram posts marketing Cinchona bark powder as the substance from which the drug chloroquine is made and suggesting the powder as a potential protection or cure for COVID-19.,fake
UN secretary-general announcement that COVID-19 vaccine trials will begin in Africa.,fake
"The original form of the Corona COVID-19 virus after being enlarged 2,600 times",fake
People in Italy are throwing money on the road because they are saddened by the fact that all the money in the world could not save their dear ones.,fake
Says the CDC recommends men shave their beards to protect against coronavirus.,fake
Drinking water and keeping your throat moist can prevent the novel coronavirus from attaching to your throat.,fake
This video shows a man eating a bat soup in a restaurant in China.,fake
Dermatological lesions on the feet of children and adolescents and its possible relationship with COVID-19.,fake
"A new virus called hantavirus, sourced from rats, was discovered in China.",fake
"Pakistanâ€™s Dr. Usama Riaz, who contracted coronavirus while treating patients, had left a video message before he died.",fake
Remdesivir is a medicine that can cure COVID-19.,fake
"Multiple Facebook, Twitter and Instagram posts shared hundreds of times claim that wearing a face mask for an extended period of time could cause hypercapnia, a condition caused by a buildup of carbon dioxide in the blood.",fake
Table that compares deaths from COVID-19 with other causes show the new coronavirus is harmless.,fake
"The message claimed that under the Disaster Management Act (DMA), nobody except the Indian government can update and post coronavirus related information on social media.",fake
"Image of a pristine waterfall claimed to be Kithulgala in Sri Lanka, inviting travel enthusiasts to visit the location, once the COVID-19 security measures eases out.",fake
Video of Man 'Spitting on Food’ Does Not Show 'Corona Jihad',fake
"Death toll in Wuhan due to coronavirus reaches 10,000 people",fake
"QQ instant messaging announced the real death toll is 25,000.",fake
"â€œThere was no effortâ€ to get American experts into China after it announced the coronavirus, and â€œwe had one person in-country (and President Donald Trump) pulled him out of the country.â€",fake
The coronavirus can be killed by consuming alkaline foods.,fake
"Bill Gates, Melinda Gates, Anthony Fauci and the WHO are being charged with genocide.",fake
Coronavirus infections are linked to a lack of Vitamin D.,fake
4 people died in Hyderabad (India) due to the 2019 coronavirus.,fake
“Dr. Fauci sat on Microsoft’s board of directors.”,fake
The coronavirus could have leaked from a Chinese lab.,fake
Italian doctor accuse WHO of misleading the world about COVID-19 as COVID-19 is caused by bacteria not virus.,fake
"Surin Province governor in Thailand revealed that 100,000 people are infected.",fake
Coronavirus: Facial Hair Recommendations Not Shared By The CDC,fake
A video of a deer running along a beach has been viewed thousands of times in multiple Facebook posts alongside a claim it was filmed on a beach in Spain during the COVID-19 lockdown. Other posts claimed the clip was filmed in Sri Lanka or India during COVID-19 lockdowns in April 2020.,fake
An Ecuadorian doctor saves lives during the Wuhan crisis.,fake
The ice skating rink in Mulhouse will be used as a morgue.,fake
Pentagon confirms coronavirus accidentally got into chemtrail supply train.,fake
Clients of a brothel in the Spanish city of Valencia are quarantined after one of their employees tested positive for coronavirus.,fake
"Bitter gourd juice can cure novel coronavirus, as per Bihar Health Department in India.",fake
Former MP Bimal Rathnayake made a comment stating that deceased Muslims from COVID-19 should be buried as per their customs and not cremated.,fake
"A herd of deer flocking out in Tamil Nadu, India, due to the coronavirus lockdown.",fake
WHOâ€™s Deputy Head Ryan Paterson chocked from broccoli as he was about to disclose sensational information about COVID-19.,fake
"Coronavirus dies in 26-27 degrees temperature, according to UNICEF.",fake
Poem written in 1869 by Kathleen Oâ€™Meara predicted the pandemic of COVID-19.,fake
This news bulletin from 2015 proves that COVID-19 was created in a laboratory of Wuhan.,fake
"People violate social distancing protocol in a temple festival in Alappuzha, India.",fake
Screenshots circulating on Twitter and Facebook say the Nigeria Centre for Disease Control spent N1 billion (US$2.7 million) on sending text messages to educate Nigerians about COVID-19.,fake
A German doctor revealed a global terrorism conspiracy that employed the COVID-19 pandemic as a tool.,fake
â€œThis is what Bill Gates and George Soros want to doâ€¦ secretly stick you with a chip while testing you for the coronavirusâ€¦ the Dems have a bill on the House floor ready to vote on it to require this.â€,fake
"Claim that Nancy Pelosi said, â€œif you accept a check from Trump, you might as well vote for him.â€",fake
Video of Man Violating Lockdown  in Dehradun Given Communal Spin,fake
"The Government offered an economic bonus for those households that consumed less electrical energy. The process reflected problems and due to some amendments, the bond changed its objective.",fake
"In the video, the woman who is asking to take the coronavirus seriously is the wife of the Prime Minister of Canada.",fake
Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,fake
"A video shows Italians or French people singing Madonna, Katy Perry, Britney Spears or Aya Nakamura songs on their balcony because of the lockdown measure in France and Italy.",fake
Coronavirus is a biological warfare weapon.,fake
"Komal Mishra, a staff nurse at a hospital in Pune, India died while due to coronavirus.",fake
A trucker assures in a video that he transports material to France and that it does not arrive in Spain because the government does not pay for it.,fake
Migrant worker caught venturing out at night and robbing during lockdown.,fake
â€œThe CDC has recommended mail in voting. Thatâ€™s what this whole pandemic is about: the election!â€.,fake
The Express used a photo from before coronavirus lockdown to suggest people in Brighton were breaking social distancing rules.,fake
Audio on COVID-19 ‘Cure’ Falsely Linked to Medanta Hospital’s MD,fake
"A WhatsApp audio allegedly from a judge of Tarragona, Spain that claims that cops canâ€™t fine you for going to the street during the lockdown",fake
This map shows the global spread of COVID-19.,fake
"Madagascarâ€™s artemisia-based tonic cures COVID-19. Artemisia is widely used in traditional medicines, and is known as lengana in Setswana and Sesotho and umhlonyane in isiZulu.",fake
“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”,fake
"Video from Pune, India shows COVID-19 patient collapsing on the streets.",fake
5G technology caused the coronavirus.,fake
The viral video claims to show the visuals of China police personnel trying to control the patients allegedly suffering from the pandemic.,fake
Smelling vinegar is not a definitive test to detect symptoms of COVID-19.,fake
"The Spanish flu pandemic happened in 1914, before the First World War, according to the president of the Philippines Rodrigo Duterte.",fake
"Facebook posts claiming to show vintage photographs taken during the Spanish flu pandemic more than 100 years ago have been shared thousands of times in Africa, Asia and the United States.",fake
Madrid ex-mayor Manuel Carmena has coronavirus.,fake
"There is a Chinese patient at the Hi-Precision Diagnostics clinic in Alabang, Philippines, who was tested positive for the novel coronavirus or 2019 nCoV.",fake
Coronavirus fears in Germany result in large crowds outside the supermarket.,fake
"Since 4/4/20, Italy hasnâ€™t registered any new cases of the coronavirus.",fake
“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,fake
Studies show the coronavirus was engineered to be a bioweapon.,fake
We’ve still had more deaths to the flu this year than we've had COVID-19.,fake
The Simpsons predicted the coronavirus pandemic years ago.,fake
"Holding your breath for 30 seconds is a test for COVID-19. By putting mustard oil in the nose, coronavirus will flow into the stomach and die in acid.",fake
A doctor died in Colombia after curing 6 patients of coronavirus.,fake
There is a pharmaceutical cure for COVID-19.,fake
A video of Nairobi governor Mike Sonko claiming the World Health Organization (WHO) recommends drinking alcohol to help prevent the new coronavirus is circulating online.,fake
Juventus player Paulo Dybala denies contracting coronavirus.,fake
Brazilian CoronaVac volunteer reported body pain and fever after vaccination.,fake
Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,fake
Vladimir Putin “released 500 lions to monitor the quarantine.”,fake
Justin Trudeau’s Wife Releases Video Warning Against COVID-19? No!,fake
"Picture of a hospital in Santo AndrÃ©, Brazil. It says in the caption that, despite the COVID-19 crisis, the hospital has no patients.",fake
"Big Pharma, Dr. Anthony Fauci and Bill Gates want to ban hydroxychoroquine.",fake
Cats in Wuhan were found to have the coronavirus.,fake
Masks are dangerous and do not protect against viruses.,fake
An internet publication claimed that telecommunications company MTN is giving free internet data to people living in lockdown areas.,fake
"Doctors give their backs to São Paulo’s mayor, Bruno Covas, as protest against quarantine measures.",fake
The vaccine for coronavirus is ready (as of July 7).,fake
"â€œTrump bailed out Wall Street, but not Main Street.â€",fake
Video that shows a animal market in Wuhan.,fake
Voice message of a so-called ombudsman that says that internet may collapse in Argentina.,fake
"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and thatâ€™s what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.",fake
A Facebook post suggests that a scientist in the United States has found a cure for coronavirus.,fake
Coronavirus is the most massive scam and is a robbery of Ukrainians.,fake
A video is doing the rounds on social media which claims that policemen are now being tested positive for the COVID-19.,fake
All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,fake
Video shows a plate of bat soup that allegedly started the coronavirus outbreak.,fake
Indian actor Aamir Khan is donating 15000 rupees to the poor by hiding them in aata in Mumbai.,fake
OMS says people infected with COVID-19 without symptons do not transmit the disease.,fake
â€œBald men are at greater risk of getting infected with coronavirusâ€,fake
"A statement by Salvador Illa, Minister of Health of Spain, where he affirms that the WHO changed the position on the use of masks.",fake
An Indian doctor who had gone to collect coronavirus samples in Uttar Pradesh was stoned to death.,fake
"There is already a vaccine for coronavirus, created in the U.S.",fake
Using nasopharyngeal swabs for COVID-19 testing is unnecessary; saliva samples from mouth swabs is an equivalent substitute,fake
Morphed AajTak Pics Used to Say  Jat Community Immune to COVID-19,fake
WHO backtracked and released a document stating masks are not efficient to protect healthy people against COVID-19.,fake
Coffee can cure COVID-19.,fake
Cristiano Ronaldo is turning his hotels into hospitals to fight coronavirus.,fake
The government has released a tentative plan for reopening businesses and services in Ireland.,fake
The vaccine that China is testing for COVID-19 is bad for humans.,fake
Russian doctor taught: washing the nostrils with soap can prevent COVID-19.,fake
"Brahma Bar, one of São Paulo’s most famous bars, is going to close after going bankrupt during the pandemic.",fake
Saline water kills the new coronavirus.,fake
"After husband tested positive for coronavirus, wife fled from Bangalore to Agra in India.",fake
It is recommended to disinfect disposable masks to reuse them.,fake
Doctors and nurses in Italy are dying and are lying dead on the ground due to the coronavirus outbreak.,fake
Viral message showing roadmap to ease restrictions during COVID-19 is from India.,fake
A positive COVID-19 patient recently met Narendra Modi.,fake
A Filipino living in America cured himself of COVID-19 after drinking a glass of water with a teaspoon of salt.,fake
"Lojas Americanas, a Brazilian retail company, is offering free gift cards for families in distress caused by the pandemic",fake
Amazonâ€™s Alexa says the government released the coronavirus.,fake
"An old man infected 300 people with coronavirus in Jaipur, India through tobacco smoke.",fake
"WHO advises that amid the rise in COVID-19 infections, 
 cloth (e.g. cotton or gauze) masks are â€œnot recommended under any circumstances.â€",fake
"A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.",fake
"The coronavirus did not reach the Chinese cities of Beijing and Shanghai, as well as Russia and North Korea.",fake
The text insinuates that the Macedonian Minister of Defense insulted doctors with her Easter greetings post on Facebook during a coronavirus epidemic.,fake
"Western countries such as Italy, Spain, France, the UK, do not treat elderly patients over 65.",fake
A bovine vaccine can be used to inoculate people against coronavirus.,fake
A purported warning from Australian hospitals has been shared thousands of times in multiple posts on Facebook that using petrol pumps can enable the spread of the novel coronavirus.,fake
Message on COVID Has Been Falsely Attributed to Ganga Ram Hospital,fake
For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”,fake
China got prepared to contain the virus and let the whole population get infected.,fake
With eucalyptus sprays you can â€œdestroy the virus (SARS-COV-2)â€,fake
A message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus.,fake
People from the Muslim community have now started throwing infected notes on the road to spread coronavirus. This new method will make it even more difficult for the police to catch the spread of the virus.,fake
Madagascar President Andry Rajoelina said that the World Health Organization (WHO) offered him $20 million to put toxins in their coronavirus remedy.,fake
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",fake
Image of a sample letter which had to be used while donating May monthâ€™s full salary by government employeesâ€™ as requested by Sri Lankan President Secretary P.B.Jayasundara as part of COVID-19 relief measures.,fake
“‘The Simpsons' predicted Tom Hanks getting coronavirus in 2007.”,fake
"An image of a baby boy wrapped in a plastic bag being hugged by her soldier father, the baby died of COVID-19.",fake
Old Video Shared As Novel Coronavirus Induced Panic Buying In Germany,fake
"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that’s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",fake
Coronavirus stays in throat for four days before arriving lungs. Gargling with salt water or vinegar kills the coronavirus.,fake
Videos showing American students singing the Indian national anthem to thank India for supplying hydroxychloroquine.,fake
